Error,GT,Prediction
3.743991851806644,23.000000000000004,19.256008
4.208223342895508,22.0,17.791777
3.3725280761718786,23.000000000000004,19.627472
4.285606384277344,22.0,17.714394
3.9141769409179723,22.000000000000004,18.085823
3.809696197509769,22.000000000000004,18.190304
3.1879138946533203,22.0,18.812086
3.208465576171875,23.0,19.791534
2.125795364379883,22.0,19.874205
3.2017478942871094,22.0,18.798252
3.1665992736816406,23.0,19.8334
3.2894554138183594,22.0,18.710545
2.804706573486328,22.0,19.195293
4.1159820556640625,22.0,17.884018
3.192483901977539,22.0,18.807516
5.09698486328125,24.0,18.903015
5.696062088012695,24.0,18.303938
3.2944278717041016,23.0,19.705572
2.294525146484375,22.0,19.705475
1.7432537078857422,21.0,19.256746
2.8944091796875036,22.000000000000004,19.10559
1.9102706909179688,21.0,19.08973
4.015216827392582,22.000000000000004,17.984783
5.181531906127933,23.000000000000004,17.818468
2.6072769165039062,22.0,19.392723
2.8300132751464844,22.0,19.169987
3.638826370239258,23.0,19.361174
3.8908901214599645,23.000000000000004,19.10911
3.712764739990231,22.999999999999996,19.287235
1.7292060852050781,21.0,19.270794
3.404935836791992,22.0,18.595064
3.5173110961914062,22.0,18.482689
2.050708770751953,22.0,19.949291
2.1585845947265625,21.0,18.841415
2.0788917541503906,21.0,18.921108
4.092508316040039,23.0,18.907492
3.9815292358398473,22.000000000000004,18.01847
1.1250171661376953,20.0,18.874983
1.7781486511230469,21.0,19.221851
3.7715282440185582,23.000000000000004,19.228472
3.1309623718261683,21.999999999999996,18.869038
2.4885635375976562,21.0,18.511436
1.9477710723876953,21.0,19.052229
1.637969970703125,21.0,19.36203
3.2154350280761683,22.999999999999996,19.784565
2.8179378509521484,22.0,19.182062
5.271688461303711,24.0,18.728312
3.5422229766845703,22.0,18.457777
5.093086242675781,24.0,18.906914
3.144664764404297,22.0,18.855335
3.991363525390625,22.0,18.008636
2.65411376953125,21.0,18.345886
2.645231246948242,22.0,19.354769
3.384994506835941,22.000000000000004,18.615005
1.5607986450195312,21.0,19.439201
4.728202819824222,23.000000000000004,18.271797
2.2780570983886754,21.000000000000004,18.721943
5.547962188720703,24.0,18.452038
1.830257415771488,21.000000000000004,19.169743
4.094058990478519,23.000000000000004,18.905941
4.100355148315433,23.000000000000004,18.899645
0.8536605834960938,20.0,19.14634
4.85289192199707,23.0,18.147108
4.817193984985352,23.0,18.182806
1.9298152923583984,21.0,19.070185
5.4442901611328125,24.0,18.55571
2.712848663330078,22.0,19.287151
2.830211639404297,21.0,18.169788
3.5271492004394567,22.000000000000004,18.47285
4.165981292724609,22.0,17.834019
3.4499130249023438,23.0,19.550087
2.199918746948242,21.0,18.800081
5.681755065917969,24.0,18.318245
4.774147033691406,24.0,19.225853
3.632770538330078,23.0,19.36723
3.5786743164062464,22.999999999999996,19.421326
4.313663482666016,22.0,17.686337
3.199253082275394,22.000000000000004,18.800747
4.772380828857422,23.0,18.22762
2.494537353515625,21.0,18.505463
3.0767059326171875,23.0,19.923294
4.841911315917969,23.0,18.158089
3.2396316528320312,21.0,17.760368
5.677833557128906,24.0,18.322166
2.842195510864258,22.0,19.157804
2.779163360595703,22.0,19.220837
2.0914077758789062,21.0,18.908592
5.030902862548828,24.0,18.969097
4.053920745849609,22.0,17.94608
2.628385543823242,21.0,18.371614
2.848728179931644,21.000000000000004,18.151272
3.98553466796875,23.0,19.014465
4.240451812744141,22.0,17.759548
1.6864700317382812,21.0,19.31353
2.0417137145996094,21.0,18.958286
1.7792396545410156,21.0,19.22076
4.304027557373047,33.0,28.695972
6.631687164306641,34.0,27.368313
4.390319824218757,33.00000000000001,28.60968
6.8287811279296875,34.0,27.171219
8.127460479736328,36.0,27.87254
5.124542236328132,34.00000000000001,28.875458
4.007846832275391,33.0,28.992153
8.490276336669922,36.0,27.509724
4.199134826660156,33.0,28.800865
6.383853912353523,35.00000000000001,28.616146
4.910942077636719,34.0,29.089058
2.8849983215331996,29.999999999999996,27.115002
4.375736236572266,33.0,28.624264
4.403697967529297,32.0,27.596302
4.719879150390625,34.0,29.28012
4.686027526855469,32.0,27.313972
7.724861145019531,35.0,27.275139
6.681137084960945,35.00000000000001,28.318863
3.695177078247074,31.000000000000004,27.304823
8.004924774169922,36.0,27.995075
4.2281036376953125,32.0,27.771896
4.28852462768555,31.000000000000004,26.711475
4.517278671264648,33.0,28.482721
8.167341232299812,36.00000000000001,27.832659
4.498085021972656,32.0,27.501915
3.716567993164066,31.000000000000004,27.283432
4.632865905761719,31.0,26.367134
3.8616752624511754,31.000000000000004,27.138325
5.3316802978515625,34.0,28.66832
3.554233551025394,31.000000000000004,27.445766
4.704010009765625,33.0,28.29599
6.792564392089844,34.0,27.207436
1.78375244140625,29.0,27.216248
8.317756652832031,36.0,27.682243
5.5805816650390625,35.0,29.419418
4.191486358642578,33.0,28.808514
8.756767272949219,36.0,27.243233
4.190357208251953,33.0,28.809643
6.418178558349609,35.0,28.581821
7.724029541015625,35.0,27.27597
4.447090148925781,33.0,28.55291
4.529762268066406,33.0,28.470238
8.423366546630866,36.00000000000001,27.576633
7.461462020874023,35.0,27.538538
6.809547424316406,34.0,27.190453
5.132566452026367,34.0,28.867434
4.888385772705078,34.0,29.111614
8.478509902954109,36.00000000000001,27.52149
8.599706649780273,36.0,27.400293
3.013154983520508,30.0,26.986845
3.720588684082035,31.000000000000004,27.279411
4.2588043212890625,32.0,27.741196
4.735820770263672,32.0,27.26418
4.4777069091796875,32.0,27.522293
6.629072189331055,35.0,28.370928
8.724813461303718,36.00000000000001,27.275187
5.955333709716797,35.0,29.044666
8.452323913574219,36.0,27.547676
4.715951919555664,34.0,29.284048
4.088966369628906,33.0,28.911034
3.2600440979003906,30.0,26.739956
5.448923110961914,34.0,28.551077
5.863822937011719,35.0,29.136177
4.613483428955078,32.0,27.386517
5.748174667358398,35.0,29.251825
4.5049285888671875,32.0,27.495071
4.5673980712890625,32.0,27.432602
7.899772644042976,36.00000000000001,28.100227
4.570703506469727,32.0,27.429296
4.239553451538086,33.0,28.760447
3.9225082397460938,33.0,29.077492
6.083503723144531,35.0,28.916496
5.442573547363281,35.0,29.557426
3.9917526245117223,31.000000000000004,27.008247
4.8697509765625,32.0,27.130249
3.76657867431641,31.000000000000004,27.233421
6.035783767700195,35.0,28.964216
6.854167938232422,35.0,28.145832
5.544061660766602,35.0,29.455938
3.9943103790283203,31.0,27.00569
5.653894424438477,34.0,28.346106
2.124837875366211,29.0,26.875162
5.1927852630615305,34.00000000000001,28.807215
4.013217926025391,31.0,26.986782
3.938274383544922,33.0,29.061726
4.626655578613288,32.00000000000001,27.373344
5.732704162597656,35.0,29.267296
4.082786560058597,31.000000000000004,26.917213
8.479190826416016,36.0,27.52081
2.6982231140136754,30.000000000000004,27.301777
4.364116668701172,33.0,28.635883
4.146930694580078,31.0,26.85307
3.780477523803711,31.0,27.219522
6.164878845214844,35.0,28.835121
4.3840789794921875,32.0,27.615921
8.351247787475586,36.0,27.648752
6.805135726928711,34.0,27.194864
6.718915939331055,34.0,27.281084
6.071125030517578,35.0,28.928875
4.8274688720703125,32.0,27.172531
4.424169540405273,33.0,28.57583
4.189685821533203,33.0,28.810314
5.159971237182617,34.0,28.840029
3.876520156860355,31.000000000000004,27.12348
6.234981536865234,35.0,28.765018
7.823986053466797,35.0,27.176014
5.514240264892578,35.0,29.48576
4.395103454589844,32.0,27.604897
6.717506408691406,34.0,27.282494
5.290519714355469,34.0,28.70948
8.35382270812989,36.00000000000001,27.646177
4.134677886962891,33.0,28.865322
6.6415863037109375,34.0,27.358414
2.982856750488285,30.000000000000004,27.017143
3.637050628662106,30.999999999999996,27.36295
6.7633514404296875,34.0,27.236649
5.979640960693359,35.0,29.020359
4.0217952728271555,33.00000000000001,28.978205
4.66883850097657,32.00000000000001,27.331161
4.708656311035156,32.0,27.291344
3.6070404052734375,30.0,26.39296
7.588474273681641,35.0,27.411526
4.158779144287109,33.0,28.84122
8.544395446777344,36.0,27.455605
6.200479507446289,35.0,28.79952
8.363140106201179,36.00000000000001,27.63686
3.5428047180175852,32.00000000000001,28.457195
5.908805847167969,34.0,28.091194
6.2326202392578125,35.0,28.76738
6.390491485595703,35.0,28.609509
4.956245422363281,34.0,29.043755
4.647533416748054,32.00000000000001,27.352467
7.543828964233398,36.0,28.456171
8.580930709838867,36.0,27.41907
6.251657485961921,35.00000000000001,28.748343
6.84718132019043,35.0,28.152819
8.189899444580078,36.0,27.8101
5.165225982666016,33.0,27.834774
4.609043121337887,31.999999999999996,27.390957
4.43983268737793,32.0,27.560167
3.6474380493164062,31.0,27.352562
4.277320861816406,33.0,28.72268
6.6280059814453125,35.0,28.371994
8.634407043457031,36.0,27.365593
8.594406127929695,36.00000000000001,27.405594
3.437503814697269,31.000000000000004,27.562496
6.337228775024414,35.0,28.662771
3.574552536010742,31.0,27.425447
8.374771118164062,36.0,27.625229
4.32904052734375,32.0,27.67096
14.748764038085945,34.00000000000001,19.251236
14.004207611083991,33.00000000000001,18.995792
10.845569610595707,30.000000000000004,19.15443
13.768280029296875,33.0,19.23172
15.258474349975579,33.99999999999999,18.741526
16.445415496826172,35.0,18.554585
15.439044952392578,34.0,18.560955
13.468757629394531,33.0,19.531242
16.538869857788093,35.00000000000001,18.46113
9.491699218750004,29.000000000000004,19.5083
9.800468444824219,29.0,19.199532
13.285697937011719,32.0,18.714302
17.66346549987793,36.0,18.336535
13.522998809814446,32.99999999999999,19.477001
17.796009063720703,36.0,18.20399
12.218753814697273,32.00000000000001,19.781246
15.274517059326179,34.00000000000001,18.725483
15.78012466430664,34.0,18.219875
11.592876434326172,31.0,19.407124
17.050586700439453,35.0,17.949413
12.253555297851562,32.0,19.746445
12.774675369262695,32.0,19.225325
9.696514129638672,29.0,19.303486
16.889116287231445,35.0,18.110884
10.802375793457035,30.000000000000004,19.197624
12.3270263671875,32.0,19.672974
12.599882125854492,32.0,19.400118
9.371183395385746,29.000000000000004,19.628817
8.997177124023438,28.0,19.002823
10.565666198730469,30.0,19.434334
10.45970726013184,30.000000000000004,19.540293
13.627876281738281,33.0,19.372124
9.757076263427734,29.0,19.242924
16.593751907348633,35.0,18.406248
9.731307983398441,28.000000000000004,18.268692
16.508499145507812,35.0,18.4915
15.222784042358398,34.0,18.777216
16.39640235900879,35.0,18.603598
9.73654937744141,29.000000000000004,19.26345
14.023693084716797,33.0,18.976307
10.772508621215827,30.000000000000007,19.227491
10.940000534057617,30.0,19.06
14.86916732788086,34.0,19.130833
13.925884246826179,33.00000000000001,19.074116
13.818244934082031,33.0,19.181755
9.884843826293945,29.0,19.115156
17.80265235900879,36.0,18.197348
16.85724639892578,35.0,18.142754
13.42477035522461,33.0,19.57523
13.155799865722656,32.0,18.8442
12.745674133300781,32.0,19.254326
12.408105850219727,32.0,19.591894
12.61513900756836,32.0,19.384861
12.506256103515625,32.0,19.493744
8.527595520019535,28.000000000000004,19.472404
15.44578742980957,34.0,18.554213
9.871662139892582,29.000000000000004,19.128338
15.561603546142578,34.0,18.438396
17.74155044555664,36.0,18.25845
16.499422073364265,35.00000000000001,18.500578
12.576599121093757,32.00000000000001,19.4234
9.519756317138672,29.0,19.480244
10.325439453125,29.0,18.67456
12.18181228637696,32.00000000000001,19.818188
10.221502304077152,29.000000000000004,18.778498
12.539661407470703,32.0,19.460339
13.671407699584961,33.0,19.328592
16.9966983795166,35.0,18.003302
12.025402069091797,32.0,19.974598
9.679910659790043,29.000000000000004,19.32009
10.053886413574219,29.0,18.946114
9.911827087402344,29.0,19.088173
10.64702033996582,29.0,18.35298
12.002698898315426,30.999999999999996,18.997301
13.555837631225586,33.0,19.444162
10.585821151733395,29.999999999999996,19.414179
16.52690887451172,35.0,18.473091
16.860017776489258,35.0,18.139982
9.717388153076172,28.0,18.282612
11.936893463134762,30.999999999999996,19.063107
9.34396743774414,29.0,19.656033
9.67937850952148,28.999999999999996,19.320621
9.284969329833984,29.0,19.71503
11.849199295043942,30.999999999999996,19.1508
14.797740936279297,34.0,19.20226
12.365270614624023,32.0,19.63473
10.4642333984375,29.0,18.535767
12.227369308471683,31.000000000000004,18.77263
12.503095626831055,32.0,19.496904
9.477058410644531,29.0,19.522942
16.394754409790046,35.00000000000001,18.605246
11.930002212524414,31.0,19.069998
10.698881149291992,30.0,19.301119
9.549755096435547,29.0,19.450245
12.2010383605957,31.999999999999996,19.798962
14.035514831542976,33.00000000000001,18.964485
13.729467391967773,33.0,19.270533
13.789249420166016,33.0,19.21075
9.864091873168945,29.0,19.135908
12.427375793457031,32.0,19.572624
10.798038482666016,30.0,19.201962
14.987213134765632,34.00000000000001,19.012787
9.546506881713867,29.0,19.453493
12.158643722534183,31.000000000000004,18.841356
16.4222412109375,35.0,18.577759
15.221408843994134,33.99999999999999,18.778591
10.640357971191403,28.999999999999996,18.359642
12.297729492187496,31.999999999999996,19.70227
13.87419319152832,33.0,19.125807
17.63197708129882,35.99999999999999,18.368023
12.879383087158203,32.0,19.120617
10.676279067993164,30.0,19.32372
13.769268035888672,33.0,19.230732
12.926889419555664,32.0,19.07311
10.241767883300781,30.0,19.758232
13.945135116577148,33.0,19.054865
16.777385711669922,35.0,18.222614
18.00187110900879,36.0,17.998129
14.104583740234382,33.00000000000001,18.895416
10.550006866455082,30.000000000000004,19.449993
12.850467681884766,32.0,19.149532
15.0547161102295,34.00000000000001,18.945284
15.152385711669929,34.00000000000001,18.847614
16.84539794921875,35.0,18.154602
9.748664855957035,29.000000000000004,19.251335
14.975643157958984,34.0,19.024357
10.367332458496094,30.0,19.632668
9.920688629150394,29.000000000000004,19.079311
9.641746520996097,29.000000000000004,19.358253
8.764732360839844,28.0,19.235268
16.48166275024414,35.0,18.518337
12.352716445922859,32.00000000000001,19.647284
17.092369079589844,35.0,17.90763
15.153434753417969,34.0,18.846565
9.865331649780273,29.0,19.134668
15.659748077392578,34.0,18.340252
15.513496398925788,34.00000000000001,18.486504
10.418329238891605,30.000000000000004,19.58167
12.224746704101562,32.0,19.775253
13.42353630065918,33.0,19.576464
11.513065338134762,30.999999999999996,19.486935
9.906475067138672,29.0,19.093525
16.36469268798828,35.0,18.635307
14.276329040527344,33.0,18.723671
16.073171615600593,35.00000000000001,18.926828
9.232791900634766,29.0,19.767208
16.632518768310547,35.0,18.367481
11.730602264404297,31.0,19.269398
13.608964920043945,33.0,19.391035
13.796241760253913,33.00000000000001,19.203758
3.424030303955078,13.0,16.42403
2.7971324920654297,14.0,16.797132
1.6166343688964826,15.000000000000002,16.616634
2.463479995727539,14.0,16.46348
2.7625904083251935,14.000000000000002,16.76259
3.460775375366211,13.0,16.460775
3.4000625610351562,13.0,16.400063
2.771955490112303,14.000000000000002,16.771955
3.330282211303711,13.0,16.330282
2.185710906982422,15.0,17.18571
2.082406997680664,15.0,17.082407
1.4636878967285156,15.0,16.463688
3.827880859375,13.0,16.82788
2.251590728759764,14.000000000000002,16.25159
3.8291511535644513,13.000000000000002,16.829151
2.161123275756836,14.0,16.161123
2.329235076904297,14.0,16.329235
3.816446304321291,12.999999999999998,16.816446
2.180667877197264,15.000000000000002,17.180668
3.6592788696289062,13.0,16.659279
2.307109832763672,14.0,16.30711
1.6556396484374982,15.000000000000002,16.65564
2.142795562744139,15.000000000000002,17.142796
3.612957000732422,13.0,16.612957
1.8759136199951154,15.000000000000002,16.875914
1.4667110443115234,15.0,16.466711
1.5137634277343732,15.000000000000002,16.513763
2.0827484130859357,15.000000000000002,17.082748
2.134176254272461,15.0,17.134176
1.8752555847167969,15.0,16.875256
1.4947147369384766,15.0,16.494715
2.728334426879883,14.0,16.728334
2.1411819458007795,15.000000000000002,17.141182
2.626750946044922,14.0,16.62675
2.2190322875976562,15.0,17.219032
3.318920135498045,13.000000000000002,16.31892
2.4104766845703125,14.0,16.410477
3.4148902893066406,13.0,16.41489
2.1104316711425746,15.000000000000004,17.110432
2.6048851013183576,14.000000000000002,16.604885
1.5085124969482422,15.0,16.508512
1.3975353240966797,15.0,16.397535
2.7990455627441406,14.0,16.799046
3.455921173095703,13.0,16.455921
2.794254302978514,14.000000000000002,16.794254
2.048938751220705,14.999999999999998,17.048939
3.6749782562255877,12.999999999999998,16.674978
3.4996395111083984,13.0,16.49964
2.9685096740722656,14.0,16.96851
1.7298927307128906,15.0,16.729893
1.3619956970214844,15.0,16.361996
2.269895553588867,14.0,16.269896
1.355936050415039,15.0,16.355936
2.413501739501953,14.0,16.413502
2.0465736389160156,15.0,17.046574
2.6273155212402344,14.0,16.627316
2.2294540405273438,15.0,17.229454
3.7531661987304688,13.0,16.753166
3.638111114501953,13.0,16.638111
3.3651256561279297,13.0,16.365126
1.5542335510253906,15.0,16.554234
1.9794769287109375,15.0,16.979477
2.074987411499025,14.999999999999998,17.074987
2.166955947875975,14.000000000000002,16.166956
2.1803684234619123,15.000000000000002,17.180368
1.5455741882324183,15.000000000000004,16.545574
2.2629394531249982,14.000000000000002,16.26294
3.4898033142089826,13.000000000000002,16.489803
2.246915817260742,14.0,16.246916
1.7124824523925746,15.000000000000004,16.712482
1.657554626464842,15.000000000000002,16.657555
2.3044662475585955,14.999999999999998,17.304466
2.4409637451171893,14.999999999999998,17.440964
1.931844711303711,15.0,16.931845
2.2376976013183576,14.000000000000002,16.237698
1.8731021881103516,15.0,16.873102
3.57122802734375,13.0,16.571228
3.720775604248047,13.0,16.720776
2.2679824829101562,15.0,17.267982
1.5957107543945295,15.000000000000002,16.59571
1.9708595275878906,15.0,16.97086
2.087217330932617,15.0,17.087217
2.1040077209472656,15.0,17.104008
2.1568756103515625,15.0,17.156876
3.3905181884765625,13.0,16.390518
1.4177398681640625,15.0,16.41774
1.2380218505859393,15.999999999999998,17.238022
1.6435222625732404,15.000000000000002,16.643522
2.7447662353515607,14.000000000000002,16.744766
1.78428268432617,15.000000000000002,16.784283
3.4170494079589844,13.0,16.41705
1.6895751953125,15.0,16.689575
1.9978885650634748,15.000000000000002,16.997889
2.356294631958008,15.0,17.356295
2.132905960083008,14.0,16.132906
2.708362579345705,13.999999999999998,16.708363
2.9447574615478516,14.0,16.944757
2.7264556884765607,14.000000000000002,16.726456
1.9107208251953125,15.0,16.91072
2.086374282836914,14.0,16.086374
1.57503128051758,14.999999999999998,16.575031
3.2000160217285156,13.0,16.200016
1.885725021362303,15.000000000000002,16.885725
1.8612518310546875,15.0,16.861252
3.441123962402342,13.000000000000002,16.441124
2.339702606201172,14.0,16.339703
2.3726577758789062,15.0,17.372658
1.3295402526855469,15.0,16.32954
2.8620510101318377,13.999999999999998,16.862051
4.045873641967773,13.0,17.045874
2.562894821166994,13.999999999999998,16.562895
1.4730186462402344,15.0,16.473019
2.6984806060791033,13.999999999999998,16.69848
1.6368865966796875,15.0,16.636887
1.8607273101806623,15.000000000000002,16.860727
2.741729736328125,14.0,16.74173
3.726940155029297,13.0,16.72694
3.926647186279297,13.0,16.926647
2.573537826538086,14.0,16.573538
1.7480812072753906,15.0,16.748081
1.3862056732177734,15.0,16.386206
2.563060760498047,14.0,16.56306
3.3175830841064453,13.0,16.317583
3.7878074645996076,13.000000000000002,16.787807
2.1205005645751935,15.000000000000002,17.1205
2.8936557769775373,14.000000000000002,16.893656
1.56431198120117,15.000000000000002,16.564312
2.1374683380126935,15.000000000000002,17.137468
2.227184295654295,15.000000000000002,17.227184
2.0256824493408185,15.000000000000002,17.025682
3.4401531219482404,13.000000000000002,16.440153
2.2009429931640625,14.0,16.200943
3.6082000732421857,13.000000000000002,16.6082
2.6632919311523438,14.0,16.663292
2.1133594512939453,15.0,17.11336
3.3740692138671857,13.000000000000002,16.37407
2.7315368652343768,13.999999999999998,16.731537
1.533416748046875,15.0,16.533417
2.1291160583496094,14.0,16.129116
2.3960933685302717,14.000000000000002,16.396093
1.944061279296875,15.0,16.944061
1.5399627685546857,15.000000000000002,16.539963
3.792909622192383,13.0,16.79291
2.2773590087890625,14.0,16.277359
2.6947097778320295,14.000000000000002,16.69471
1.7543106079101562,15.0,16.75431
3.8881893157958967,13.000000000000002,16.88819
1.6412429809570312,15.0,16.641243
2.925098419189453,14.0,16.925098
2.3728103637695312,14.0,16.37281
9.848091125488281,37.0,27.151909
7.179651260375984,33.00000000000001,25.820349
9.731943130493164,35.0,25.268057
8.910362243652344,35.0,26.089638
9.144420623779304,35.00000000000001,25.85558
10.977481842041016,38.0,27.022518
9.63827896118164,37.0,27.361721
9.179813385009773,35.00000000000001,25.820187
9.892105102539062,37.0,27.107895
11.034700393676758,37.0,25.9653
10.477142333984375,36.0,25.522858
8.764581680297852,34.0,25.235418
10.836189270019538,38.00000000000001,27.16381
6.139337539672852,32.0,25.860662
11.085094451904304,38.00000000000001,26.914906
8.147502899169929,34.00000000000001,25.852497
10.002386093139641,35.99999999999999,25.997614
10.864038467407227,38.0,27.135962
6.234235763549805,32.0,25.765764
11.133975982666016,38.0,26.866024
8.222362518310554,34.00000000000001,25.777637
8.746891021728516,34.0,25.253109
11.219459533691406,37.0,25.78054
11.379550933837898,38.00000000000001,26.62045
8.230598449707031,34.0,25.769402
8.36865234375,34.0,25.631348
8.50762939453125,34.0,25.49237
8.09701156616211,34.0,25.902988
10.133041381835938,36.0,25.866959
6.470451354980476,32.00000000000001,25.529549
8.550575256347656,34.0,25.449425
9.2762680053711,35.00000000000001,25.723732
8.08721923828125,34.0,25.91278
10.630681991577148,37.0,26.369318
10.49007797241211,36.0,25.509922
9.46356201171875,37.0,27.536438
9.653728485107429,36.00000000000001,26.346272
9.884220123291009,36.99999999999999,27.11578
11.120096206665039,37.0,25.879904
9.938514709472663,36.00000000000001,26.061485
8.697065353393555,34.0,25.302935
9.250579833984382,34.00000000000001,24.74942
9.102787017822273,35.00000000000001,25.897213
9.88888168334961,36.0,26.111118
7.272006988525398,33.00000000000001,25.727993
9.299070358276367,35.0,25.70093
11.047128677368164,38.0,26.952871
11.415367126464844,38.0,26.584633
9.214603424072273,35.00000000000001,25.785397
8.773248672485359,34.00000000000001,25.226751
8.346536636352539,34.0,25.653463
8.072893142700202,34.00000000000001,25.927107
9.44416618347168,35.0,25.555834
8.184122085571289,34.0,25.815878
11.184192657470703,37.0,25.815807
10.585121154785156,37.0,26.414879
9.472959518432617,35.0,25.52704
11.435533523559577,38.00000000000001,26.564466
9.992074966430664,37.0,27.007925
9.842655181884766,37.0,27.157345
8.577938079833991,34.00000000000001,25.422062
10.456825256347656,36.0,25.543175
9.22705078125,35.0,25.77295
8.265354156494148,34.00000000000001,25.734646
9.344764709472656,35.0,25.655235
9.36063003540039,35.0,25.63937
7.153949737548828,33.0,25.84605
11.388973236083984,38.0,26.611027
8.230644226074226,34.00000000000001,25.769356
11.728525161743157,36.99999999999999,25.271475
9.916418075561523,35.0,25.083582
9.399799346923828,35.0,25.6002
9.365989685058594,35.0,25.63401
8.429145812988288,34.00000000000001,25.570854
8.25045394897461,34.0,25.749546
6.11744499206543,32.0,25.882555
10.937980651855469,38.0,27.06202
11.341186523437507,38.00000000000001,26.658813
10.481830596923828,36.0,25.51817
8.800046920776374,34.00000000000001,25.199953
10.557899475097656,36.0,25.4421
8.069408416748047,34.0,25.930592
10.51966667175293,36.0,25.480333
6.102939605712891,32.0,25.89706
10.001216888427734,37.0,26.998783
8.232292175292969,34.0,25.767708
9.394771575927741,35.00000000000001,25.605228
8.560676574707031,34.0,25.439323
9.144435882568366,35.00000000000001,25.855564
8.465953826904297,34.0,25.534046
9.786920547485352,37.0,27.21308
8.499284744262695,34.0,25.500715
7.270778656005859,33.0,25.729221
11.141263961791992,37.0,25.858736
8.20980072021485,34.00000000000001,25.7902
9.241510391235352,35.0,25.75849
7.10223388671875,33.0,25.897766
7.177669525146484,33.0,25.82233
9.265350341796882,35.00000000000001,25.73465
8.318782806396484,34.0,25.681217
10.595436096191406,36.0,25.404564
9.619064331054688,37.0,27.380936
11.618232727050788,37.00000000000001,25.381767
8.71303939819336,34.0,25.28696
11.193378448486328,38.0,26.806622
9.665985107421875,36.0,26.334015
9.531660079956055,35.0,25.46834
7.999305725097663,34.00000000000001,26.000694
7.213787078857429,33.00000000000001,25.786213
11.0010986328125,38.0,26.998901
9.157184600830078,35.0,25.842815
9.988227844238288,35.00000000000001,25.011772
7.081947326660156,33.0,25.918053
8.77852630615235,34.00000000000001,25.221474
8.300710678100586,34.0,25.69929
6.8977203369140625,33.0,26.10228
10.94332504272461,38.0,27.056675
11.156841278076172,38.0,26.843159
7.1698246002197195,32.99999999999999,25.830175
8.573989868164062,34.0,25.42601
8.725019454956055,34.0,25.27498
9.911422729492188,36.0,26.088577
9.933528900146484,37.0,27.066471
11.11244201660157,38.00000000000001,26.887558
11.302349090576179,37.00000000000001,25.69765
9.218412399291992,35.0,25.781588
8.407938003540039,34.0,25.592062
11.108869552612305,37.0,25.89113
11.012189865112305,37.0,25.98781
11.25662612915039,37.0,25.743374
10.989265441894531,38.0,27.010735
8.198081970214844,34.0,25.801918
10.936523437499993,37.99999999999999,27.063477
9.263343811035163,35.00000000000001,25.736656
9.627082824707031,35.0,25.372917
11.003955841064453,38.0,26.996044
10.767951965332031,37.0,26.232048
8.412090301513679,34.00000000000001,25.58791
8.338321685791023,34.00000000000001,25.661678
7.106744766235352,33.0,25.893255
6.425231933593757,32.00000000000001,25.574768
11.823207855224616,37.00000000000001,25.176792
11.057683944702156,38.00000000000001,26.942316
10.009553909301758,36.0,25.990446
10.466785430908196,36.99999999999999,26.533215
8.213241577148438,34.0,25.786758
10.979030609130866,38.00000000000001,27.02097
8.362916946411133,34.0,25.637083
8.912147521972656,35.0,26.087852
6.101629257202148,32.0,25.89837
4.652130126953125,45.0,49.65213
6.124931335449219,44.0,50.12493
6.072933197021484,45.0,51.072933
5.161708831787109,45.0,50.16171
5.426445007324219,45.0,50.426445
3.3327484130859375,47.0,50.33275
